Apr 08 2018 	6919.98 	7111.56 	6919.98 	7023.52 	3652500000 	117392000000
Apr 07 2018 	6630.51 	7050.54 	6630.51 	6911.09 	3976610000 	112467000000
Apr 06 2018 	6815.96 	6857.49 	6575.00 	6636.32 	3766810000 	115601000000
Apr 05 2018 	6848.65 	6933.82 	6644.80 	6811.47 	5639320000 	116142000000
Apr 04 2018 	7456.41 	7469.88 	6803.88 	6853.84 	4936000000 	126434000000
Apr 03 2018 	7102.26 	7530.94 	7072.49 	7456.11 	5499700000 	120415000000
Apr 02 2018 	6844.86 	7135.47 	6816.58 	7083.80 	4333440000 	116037000000
Apr 01 2018 	7003.06 	7060.95 	6526.87 	6844.23 	4532100000 	118705000000
Mar 31 2018 	6892.48 	7207.85 	6863.52 	6973.53 	4553270000 	116820000000
Mar 30 2018 	7171.45 	7276.66 	6683.93 	6890.52 	6289510000 	121534000000
Mar 29 2018 	7979.07 	7994.33 	7081.38 	7165.70 	6361230000 	135205000000
Mar 28 2018 	7836.83 	8122.89 	7809.17 	7954.48 	4935290000 	132781000000
Mar 27 2018 	8200.00 	8232.78 	7797.28 	7833.04 	5378250000 	138919000000
Mar 26 2018 	8498.47 	8530.08 	7921.43 	8209.40 	5921040000 	143960000000
Mar 25 2018 	8612.81 	8682.01 	8449.10 	8495.78 	4569880000 	145882000000
Mar 24 2018 	8901.95 	8996.18 	8665.70 	8668.12 	5664600000 	150762000000
Mar 23 2018 	8736.25 	8879.62 	8360.62 	8879.62 	5954120000 	147941000000
Mar 22 2018 	8939.44 	9100.71 	8564.90 	8728.47 	5530390000 	151366000000
Mar 21 2018 	8937.48 	9177.37 	8846.33 	8929.28 	6043130000 	151316000000
Mar 20 2018 	8619.67 	9051.02 	8389.89 	8913.47 	6361790000 	145922000000
Mar 19 2018 	8344.12 	8675.87 	8182.40 	8630.65 	6729110000 	141240000000
Mar 18 2018 	7890.52 	8245.51 	7397.99 	8223.68 	6639190000 	133547000000
Mar 17 2018 	8321.91 	8346.53 	7812.82 	7916.88 	4426150000 	140834000000
Mar 16 2018 	8322.91 	8585.15 	8005.31 	8338.35 	5289380000 	140834000000
Mar 15 2018 	8290.76 	8428.35 	7783.05 	8300.86 	6834430000 	140275000000
Mar 14 2018 	9214.65 	9355.85 	8068.59 	8269.81 	6438230000 	155891000000
Mar 13 2018 	9173.04 	9470.38 	8958.19 	9194.85 	5991140000 	155168000000
Mar 12 2018 	9602.93 	9937.50 	8956.43 	9205.12 	6457400000 	162421000000
Mar 11 2018 	8852.78 	9711.89 	8607.12 	9578.63 	6296370000 	149716000000
Mar 10 2018 	9350.59 	9531.32 	8828.47 	8866.00 	5386320000 	158119000000
Mar 09 2018 	9414.69 	9466.35 	8513.03 	9337.55 	8704190000 	159185000000
Mar 08 2018 	9951.44 	10147.40 	9335.87 	9395.01 	7186090000 	168241000000
Mar 07 2018 	10803.90 	10929.50 	9692.12 	9965.57 	8797910000 	182631000000
Mar 06 2018 	11500.10 	11500.10 	10694.30 	10779.90 	6832170000 	194378000000
Mar 05 2018 	11532.40 	11704.10 	11443.90 	11573.30 	6468540000 	194903000000
Mar 04 2018 	11497.40 	11512.60 	11136.10 	11512.60 	6084150000 	194289000000
Mar 03 2018 	11101.90 	11528.20 	11002.40 	11489.70 	6690570000 	187581000000
Mar 02 2018 	10977.40 	11189.00 	10850.10 	11086.40 	7620590000 	185456000000
Mar 01 2018 	10385.00 	11052.30 	10352.70 	10951.00 	7317280000 	175427000000
Feb 28 2018 	10687.20 	11089.80 	10393.10 	10397.90 	6936190000 	180510000000
Feb 27 2018 	10393.90 	10878.50 	10246.10 	10725.60 	6966180000 	175536000000
Feb 26 2018 	9669.43 	10475.00 	9501.73 	10366.70 	7287690000 	163283000000
Feb 25 2018 	9796.42 	9923.22 	9407.06 	9664.73 	5706940000 	165407000000
Feb 24 2018 	10287.70 	10597.20 	9546.97 	9813.07 	6917930000 	173682000000
Feb 23 2018 	9937.07 	10487.30 	9734.56 	10301.10 	7739500000 	167746000000
Feb 22 2018 	10660.40 	11039.10 	9939.09 	10005.00 	8040080000 	179936000000
Feb 21 2018 	11372.20 	11418.50 	10479.10 	10690.40 	9405340000 	191927000000
Feb 20 2018 	11231.80 	11958.50 	11231.80 	11403.70 	9926540000 	189536000000
Feb 19 2018 	10552.60 	11273.80 	10513.20 	11225.30 	7652090000 	178055000000
Feb 18 2018 	11123.40 	11349.80 	10326.00 	10551.80 	8744010000 	187663000000
Feb 17 2018 	10207.50 	11139.50 	10149.40 	11112.70 	8660880000 	172191000000
Feb 16 2018 	10135.70 	10324.10 	9824.82 	10233.90 	7296160000 	170960000000
Feb 15 2018 	9488.32 	10234.80 	9395.58 	10166.40 	9062540000 	160025000000
Feb 14 2018 	8599.92 	9518.54 	8599.92 	9494.63 	7909820000 	145023000000
Feb 13 2018 	8926.72 	8958.47 	8455.41 	8598.31 	5696720000 	150516000000
Feb 12 2018 	8141.43 	8985.92 	8141.43 	8926.57 	6256440000 	137258000000
Feb 11 2018 	8616.13 	8616.13 	7931.10 	8129.97 	6122190000 	145245000000
Feb 10 2018 	8720.08 	9122.55 	8295.47 	8621.90 	7780960000 	146981000000
Feb 09 2018 	8271.84 	8736.98 	7884.71 	8736.98 	6784820000 	139412000000
Feb 08 2018 	7637.86 	8558.77 	7637.86 	8265.59 	9346750000 	128714000000
Feb 07 2018 	7755.49 	8509.11 	7236.79 	7621.30 	9169280000 	130683000000
Feb 06 2018 	7051.75 	7850.70 	6048.26 	7754.00 	13999800000 	118810000000
Feb 05 2018 	8270.54 	8364.84 	6756.68 	6955.27 	9285290000 	139325000000
Feb 04 2018 	9175.70 	9334.87 	8031.22 	8277.01 	7073550000 	154553000000
Feb 03 2018 	8852.12 	9430.75 	8251.63 	9174.91 	7263790000 	149085000000
Feb 02 2018 	9142.28 	9142.28 	7796.49 	8830.75 	12726900000 	153953000000
Feb 01 2018 	10237.30 	10288.80 	8812.28 	9170.54 	9959400000 	172372000000
Jan 31 2018 	10108.20 	10381.60 	9777.42 	10221.10 	8041160000 	170183000000
Jan 30 2018 	11306.80 	11307.20 	10036.20 	10106.30 	8637860000 	190339000000
Jan 29 2018 	11755.50 	11875.60 	11179.20 	11296.40 	7107360000 	197871000000
Jan 28 2018 	11475.30 	12040.30 	11475.30 	11786.30 	8350360000 	193133000000
Jan 27 2018 	11174.90 	11614.90 	10989.20 	11440.70 	7583270000 	188054000000
Jan 26 2018 	11256.00 	11656.70 	10470.30 	11171.40 	9746200000 	189398000000
Jan 25 2018 	11421.70 	11785.70 	11057.40 	11259.40 	8873170000 	192163000000
Jan 24 2018 	10903.40 	11501.40 	10639.80 	11359.40 	9940990000 	183419000000
Jan 23 2018 	10944.50 	11377.60 	10129.70 	10868.40 	9660610000 	184087000000
Jan 22 2018 	11633.10 	11966.40 	10240.20 	10931.40 	10537400000 	195645000000
Jan 21 2018 	12889.20 	12895.90 	11288.20 	11600.10 	9935180000 	216740000000
Jan 20 2018 	11656.20 	13103.00 	11656.20 	12899.20 	11801700000 	195979000000
Jan 19 2018 	11429.80 	11992.80 	11172.10 	11607.40 	10740400000 	192150000000
Jan 18 2018 	11198.80 	12107.30 	10942.50 	11474.90 	15020400000 	188242000000
Jan 17 2018 	11431.10 	11678.00 	9402.29 	11188.60 	18830600000 	192123000000
Jan 16 2018 	13836.10 	13843.10 	10194.90 	11490.50 	18853800000 	232517000000
Jan 15 2018 	13767.30 	14445.50 	13641.70 	13819.80 	12750800000 	231334000000
Jan 14 2018 	14370.80 	14511.80 	13268.00 	13772.00 	11084100000 	241447000000
Jan 13 2018 	13952.40 	14659.50 	13952.40 	14360.20 	12763600000 	234391000000
Jan 12 2018 	13453.90 	14229.90 	13158.10 	13980.60 	12065700000 	225986000000
Jan 11 2018 	14968.20 	15018.80 	13105.90 	13405.80 	16534100000 	251387000000
Jan 10 2018 	14588.50 	14973.30 	13691.20 	14973.30 	18500800000 	244981000000
Jan 09 2018 	15123.70 	15497.50 	14424.00 	14595.40 	16660000000 	253935000000
Jan 08 2018 	16476.20 	16537.90 	14208.20 	15170.10 	18413900000 	276612000000
Jan 07 2018 	17527.30 	17579.60 	16087.70 	16477.60 	15866000000 	294222000000
Jan 06 2018 	17462.10 	17712.40 	16764.60 	17527.00 	18314600000 	293091000000
Jan 05 2018 	15477.20 	17705.20 	15202.80 	17429.50 	23840900000 	259748000000
Jan 04 2018 	15270.70 	15739.70 	14522.20 	15599.20 	21783200000 	256250000000
Jan 03 2018 	14978.20 	15572.80 	14844.50 	15201.00 	16871900000 	251312000000
Jan 02 2018 	13625.00 	15444.60 	13163.60 	14982.10 	16846600000 	228579000000
Jan 01 2018 	14112.20 	14112.20 	13154.70 	13657.20 	10291200000 	236725000000
Dec 31 2017 	12897.70 	14377.40 	12755.60 	14156.40 	12136300000 	216326000000
Dec 30 2017 	14681.90 	14681.90 	12350.10 	12952.20 	14452600000 	246224000000
Dec 29 2017 	14695.80 	15279.00 	14307.00 	14656.20 	13025500000 	246428000000
Dec 28 2017 	15864.10 	15888.40 	13937.30 	14606.50 	12336500000 	265988000000
Dec 27 2017 	16163.50 	16930.90 	15114.30 	15838.50 	12487600000 	270976000000
Dec 26 2017 	14036.60 	16461.20 	14028.90 	16099.80 	13454300000 	235294000000
Dec 25 2017 	13995.90 	14593.00 	13448.90 	14026.60 	10664700000 	234590000000
Dec 24 2017 	14608.20 	14626.00 	12747.70 	13925.80 	11572300000 	244824000000
Dec 23 2017 	13948.70 	15603.20 	13828.80 	14699.20 	13086000000 	233748000000
Dec 22 2017 	15898.00 	15943.40 	11833.00 	13831.80 	22198000000 	266381000000
Dec 21 2017 	16642.40 	17567.70 	15342.70 	15802.90 	16516600000 	278827000000
Dec 20 2017 	17760.30 	17934.70 	16077.70 	16624.60 	22149700000 	297526000000
Dec 19 2017 	19118.30 	19177.80 	17275.40 	17776.70 	16894500000 	320242000000
Dec 18 2017 	19106.40 	19371.00 	18355.90 	19114.20 	14839500000 	320000000000
Dec 17 2017 	19475.80 	20089.00 	18974.10 	19140.80 	13314600000 	326141000000
Dec 16 2017 	17760.30 	19716.70 	17515.30 	19497.40 	12740600000 	297376000000
Dec 15 2017 	16601.30 	18154.10 	16601.30 	17706.90 	14310000000 	277936000000
Dec 14 2017 	16384.60 	17085.80 	16185.90 	16564.00 	13777400000 	274269000000
Dec 13 2017 	17500.00 	17653.10 	16039.70 	16408.20 	12976900000 	292900000000
Dec 12 2017 	16919.80 	17781.80 	16571.60 	17415.40 	14603800000 	283155000000
Dec 11 2017 	15427.40 	17513.90 	15404.80 	16936.80 	12153900000 	258147000000
Dec 10 2017 	15168.40 	15850.60 	13226.60 	15455.40 	13433300000 	253782000000
Dec 09 2017 	16523.30 	16783.00 	13674.90 	15178.20 	13911300000 	276415000000
Dec 08 2017 	17802.90 	18353.40 	14336.90 	16569.40 	21136000000 	297787000000
Dec 07 2017 	14266.10 	17899.70 	14057.30 	17899.70 	17950700000 	238600000000
Dec 06 2017 	11923.40 	14369.10 	11923.40 	14291.50 	12656300000 	199390000000
Dec 05 2017 	11685.70 	12032.00 	11604.60 	11916.70 	6895260000 	195389000000
Dec 04 2017 	11315.40 	11657.20 	11081.80 	11657.20 	6132410000 	189172000000
Dec 03 2017 	11082.70 	11858.70 	10862.00 	11323.20 	6608310000 	185258000000
Dec 02 2017 	10978.30 	11320.20 	10905.10 	11074.60 	5138500000 	183490000000
Dec 01 2017 	10198.60 	11046.70 	9694.65 	10975.60 	6783120000 	170436000000
Nov 30 2017 	9906.79 	10801.00 	9202.05 	10233.60 	8310690000 	165537000000
Nov 29 2017 	10077.40 	11517.40 	9601.03 	9888.61 	11568800000 	168367000000
Nov 28 2017 	9823.43 	10125.70 	9736.30 	10058.80 	6348820000 	164104000000
Nov 27 2017 	9352.72 	9818.35 	9352.72 	9818.35 	5653320000 	156221000000
Nov 26 2017 	8789.04 	9522.93 	8775.59 	9330.55 	5475580000 	146789000000
Nov 25 2017 	8241.71 	8790.92 	8191.15 	8790.92 	4342060000 	137632000000
Nov 24 2017 	8074.02 	8374.16 	7940.93 	8253.69 	5058610000 	134816000000
Nov 23 2017 	8232.38 	8267.40 	8038.77 	8038.77 	4225180000 	137444000000
Nov 22 2017 	8077.95 	8302.26 	8075.47 	8253.55 	3633530000 	134851000000
Nov 21 2017 	8205.74 	8348.66 	7762.71 	8071.26 	4277610000 	136967000000
Nov 20 2017 	8039.07 	8336.86 	7949.36 	8200.64 	3488450000 	134167000000
Nov 19 2017 	7766.03 	8101.91 	7694.10 	8036.49 	3149320000 	129595000000
Nov 18 2017 	7697.21 	7884.99 	7463.44 	7790.15 	3667190000 	128425000000
Nov 17 2017 	7853.57 	8004.59 	7561.09 	7708.99 	4651670000 	131026000000
Nov 16 2017 	7323.24 	7967.38 	7176.58 	7871.69 	5123810000 	122164000000
Nov 15 2017 	6634.76 	7342.25 	6634.76 	7315.54 	4200880000 	110667000000
Nov 14 2017 	6561.48 	6764.98 	6461.75 	6635.75 	3197110000 	109434000000
Nov 13 2017 	5938.25 	6811.19 	5844.29 	6559.49 	6263250000 	99029000000
Nov 12 2017 	6295.45 	6625.05 	5519.01 	5950.07 	8957350000 	104980000000
Nov 11 2017 	6618.61 	6873.15 	6204.22 	6357.60 	4908680000 	110362000000
Nov 10 2017 	7173.73 	7312.00 	6436.87 	6618.14 	5208250000 	119607000000
Nov 09 2017 	7446.83 	7446.83 	7101.52 	7143.58 	3226250000 	124146000000
Nov 08 2017 	7141.38 	7776.42 	7114.02 	7459.69 	4602200000 	119041000000
Nov 07 2017 	7023.10 	7253.32 	7023.10 	7144.38 	2326340000 	117056000000
Nov 06 2017 	7403.22 	7445.77 	7007.31 	7022.76 	3111900000 	123379000000
Nov 05 2017 	7404.52 	7617.48 	7333.19 	7407.41 	2380410000 	123388000000
Nov 04 2017 	7164.48 	7492.86 	7031.28 	7379.95 	2483800000 	119376000000
Nov 03 2017 	7087.53 	7461.29 	7002.94 	7207.76 	3369860000 	118084000000
Nov 02 2017 	6777.77 	7367.33 	6758.72 	7078.50 	4653770000 	112910000000
Nov 01 2017 	6440.97 	6767.31 	6377.88 	6767.31 	2870320000 	107287000000
Oct 31 2017 	6132.02 	6470.43 	6103.33 	6468.40 	2311380000 	102130000000
Oct 30 2017 	6114.85 	6214.99 	6040.85 	6130.53 	1772150000 	101833000000
Oct 29 2017 	5754.44 	6255.71 	5724.58 	6153.85 	2859040000 	95819800000
Oct 28 2017 	5787.82 	5876.72 	5689.19 	5753.09 	1403920000 	96369600000
Oct 27 2017 	5899.74 	5988.39 	5728.82 	5780.90 	1710130000 	98225400000
Oct 26 2017 	5747.95 	5976.80 	5721.22 	5904.83 	1905040000 	95685100000
Oct 25 2017 	5524.60 	5754.33 	5397.88 	5750.80 	1966990000 	91954200000
Oct 24 2017 	5935.52 	5935.52 	5504.18 	5526.64 	2735700000 	98781600000
Oct 23 2017 	6006.00 	6075.59 	5732.47 	5930.32 	2401840000 	99941600000
Oct 22 2017 	6036.66 	6076.26 	5792.34 	6008.42 	2034630000 	100438000000
Oct 21 2017 	5996.79 	6194.88 	5965.07 	6031.60 	2207100000 	99763200000
Oct 20 2017 	5708.11 	6060.11 	5627.23 	6011.45 	2354430000 	94947900000
Oct 19 2017 	5583.74 	5744.35 	5531.06 	5708.52 	1780540000 	92867000000
Oct 18 2017 	5603.82 	5603.82 	5151.44 	5590.69 	2399270000 	93190200000
Oct 17 2017 	5741.58 	5800.35 	5472.72 	5605.51 	1821570000 	95469300000
Oct 16 2017 	5687.57 	5776.23 	5544.21 	5725.59 	2008070000 	94559000000
Oct 15 2017 	5835.96 	5852.48 	5478.61 	5678.19 	1976040000 	97011900000
Oct 14 2017 	5643.53 	5837.70 	5591.64 	5831.79 	1669030000 	93803000000
Oct 13 2017 	5464.16 	5840.30 	5436.85 	5647.21 	3615480000 	90812400000
Oct 12 2017 	4829.58 	5446.91 	4822.00 	5446.91 	2791610000 	80256700000
Oct 11 2017 	4789.25 	4873.73 	4751.63 	4826.48 	1222280000 	79578200000
Oct 10 2017 	4776.21 	4922.17 	4765.10 	4781.99 	1597140000 	79351800000
Oct 09 2017 	4614.52 	4878.71 	4564.25 	4772.02 	1968740000 	76656500000
Oct 08 2017 	4429.67 	4624.14 	4405.64 	4610.48 	1313870000 	73575400000
Oct 07 2017 	4369.35 	4443.88 	4321.05 	4426.89 	906928000 	72565100000
Oct 06 2017 	4324.46 	4413.27 	4320.53 	4370.81 	1069940000 	71810600000
Oct 05 2017 	4229.88 	4362.64 	4164.05 	4328.41 	1161770000 	70233700000
Oct 04 2017 	4319.37 	4352.31 	4210.42 	4229.36 	1116770000 	71712500000
Oct 03 2017 	4408.46 	4432.47 	4258.89 	4317.48 	1288020000 	73181300000
Oct 02 2017 	4395.81 	4470.23 	4377.46 	4409.32 	1431730000 	72963200000
Oct 01 2017 	4341.05 	4403.74 	4269.81 	4403.74 	1208210000 	72047300000
Sep 30 2017 	4166.11 	4358.43 	4160.86 	4338.71 	1207450000 	69136600000
Sep 29 2017 	4171.62 	4214.63 	4039.29 	4163.07 	1367050000 	69219200000
Sep 28 2017 	4197.13 	4279.31 	4109.70 	4174.73 	1712320000 	69633200000
Sep 27 2017 	3892.94 	4210.05 	3884.82 	4200.67 	1686880000 	64579200000
Sep 26 2017 	3928.41 	3969.89 	3869.90 	3892.35 	1043740000 	65161000000
Sep 25 2017 	3681.58 	3950.25 	3681.58 	3926.07 	1374210000 	61061100000
Sep 24 2017 	3796.15 	3796.15 	3666.90 	3682.84 	768015000 	62954300000
Sep 23 2017 	3629.92 	3819.21 	3594.58 	3792.40 	928114000 	60190000000
Sep 22 2017 	3628.02 	3758.27 	3553.53 	3630.70 	1194830000 	60152300000
Sep 21 2017 	3901.47 	3916.42 	3613.63 	3631.04 	1411480000 	64677600000
Sep 20 2017 	3916.36 	4031.39 	3857.73 	3905.95 	1213830000 	64918500000
Sep 19 2017 	4073.79 	4094.07 	3868.87 	3924.97 	1563980000 	67520300000
Sep 18 2017 	3591.09 	4079.23 	3591.09 	4065.20 	1943210000 	59514100000
Sep 17 2017 	3606.28 	3664.81 	3445.64 	3582.88 	1239150000 	59757800000
Sep 16 2017 	3637.75 	3808.84 	3487.79 	3625.04 	1818400000 	60271600000
Sep 15 2017 	3166.30 	3733.45 	2946.62 	3637.52 	4148070000 	52453500000
Sep 14 2017 	3875.37 	3920.60 	3153.86 	3154.95 	2716310000 	64191600000
Sep 13 2017 	4131.98 	4131.98 	3789.92 	3882.59 	2219410000 	68432200000
Sep 12 2017 	4168.88 	4344.65 	4085.22 	4130.81 	1864530000 	69033400000
Sep 11 2017 	4122.47 	4261.67 	4099.40 	4161.27 	1557330000 	68256000000
Sep 10 2017 	4229.34 	4245.44 	3951.04 	4122.94 	1679090000 	70018100000
Sep 09 2017 	4229.81 	4308.82 	4114.11 	4226.06 	1386230000 	70017200000
Sep 08 2017 	4605.16 	4661.00 	4075.18 	4228.75 	2700890000 	76220200000
Sep 07 2017 	4589.14 	4655.04 	4491.33 	4599.88 	1844620000 	75945000000
Sep 06 2017 	4376.59 	4617.25 	4376.59 	4597.12 	2172100000 	72418700000
Sep 05 2017 	4228.29 	4427.84 	3998.11 	4376.53 	2697970000 	69954400000
Sep 04 2017 	4591.63 	4591.63 	4108.40 	4236.31 	2987330000 	75955500000
Sep 03 2017 	4585.27 	4714.08 	4417.59 	4582.96 	1933190000 	75841700000
Sep 02 2017 	4901.42 	4975.04 	4469.24 	4578.77 	2722140000 	81060600000
Sep 01 2017 	4701.76 	4892.01 	4678.53 	4892.01 	2599080000 	77748400000
Aug 31 2017 	4555.59 	4736.05 	4549.40 	4703.39 	1944930000 	75322300000
Aug 30 2017 	4570.36 	4626.52 	4471.41 	4565.30 	1937850000 	75556600000
Aug 29 2017 	4389.21 	4625.68 	4352.13 	4579.02 	2486080000 	72553800000
Aug 28 2017 	4384.45 	4403.93 	4224.64 	4382.66 	1959330000 	72467900000
Aug 27 2017 	4345.10 	4416.59 	4317.29 	4382.88 	1537460000 	71809200000
Aug 26 2017 	4372.06 	4379.28 	4269.52 	4352.40 	1511610000 	72249100000
Aug 25 2017 	4332.82 	4455.70 	4307.35 	4371.60 	1727970000 	71595100000
Aug 24 2017 	4137.60 	4376.39 	4130.26 	4334.68 	2037750000 	68363900000
Aug 23 2017 	4089.01 	4255.78 	4078.41 	4151.52 	2369820000 	67553000000
Aug 22 2017 	3998.35 	4128.76 	3674.58 	4100.52 	3764240000 	66051000000
Aug 21 2017 	4090.48 	4109.14 	3988.60 	4001.74 	2800890000 	67567100000
Aug 20 2017 	4189.31 	4196.29 	4069.88 	4087.66 	2109770000 	69192700000
Aug 19 2017 	4137.75 	4243.26 	3970.55 	4193.70 	2975820000 	68333100000
Aug 18 2017 	4324.34 	4370.13 	4015.40 	4160.62 	2941710000 	71406500000
Aug 17 2017 	4384.44 	4484.70 	4243.71 	4331.69 	2553360000 	72389100000
Aug 16 2017 	4200.34 	4381.23 	3994.42 	4376.63 	2272040000 	69342700000
Aug 15 2017 	4326.99 	4455.97 	3906.18 	4181.93 	3258050000 	71425500000
Aug 14 2017 	4066.10 	4325.13 	3989.16 	4325.13 	2463090000 	67112300000
Aug 13 2017 	3880.04 	4208.39 	3857.80 	4073.26 	3159090000 	64034100000
Aug 12 2017 	3650.63 	3949.92 	3613.70 	3884.71 	2219590000 	60242100000
